City,Date,Value,Year,Month,Value_lag1,temperature_2m_mean (°C)_lag1,temperature_2m_max (°C)_lag1,temperature_2m_min (°C)_lag1,apparent_temperature_mean (°C)_lag1,apparent_temperature_max (°C)_lag1,apparent_temperature_min (°C)_lag1,precipitation_sum (mm)_lag1,rain_sum (mm)_lag1,precipitation_hours (h)_lag1,shortwave_radiation_sum (MJ/m²)_lag1,et0_fao_evapotranspiration (mm)_lag1,wind_speed_10m_max (km/h)_lag1,wind_gusts_10m_max (km/h)_lag1,wind_direction_10m_dominant (°)_lag1,weather_code (wmo code)_lag1,utc_offset_seconds_lag1
Anuradhapura,2018-12-01,59,2018,12,63.0,25.146666666666665,28.763333333333332,22.973333333333336,29.493333333333332,33.596666666666664,27.176666666666666,372.6,372.6,364.0,416.81,85.75,17.3,38.9,114.1,63.0,19800.0
Anuradhapura,2019-01-01,64,2019,1,59.0,24.951612903225808,28.870967741935484,22.24516129032258,28.683870967741935,32.903225806451616,25.990322580645163,97.9,97.9,177.0,479.65,99.77,19.6,40.0,87.3225806451613,3.0,19800.0
Anuradhapura,2019-02-01,53,2019,2,64.0,24.44193548387097,28.893548387096775,21.096774193548388,27.05483870967742,31.54516129032258,23.98709677419355,11.3,11.3,58.0,539.26,116.17,20.1,42.1,45.16129032258065,3.0,19800.0
Anuradhapura,2019-03-01,51,2019,3,53.0,26.12142857142857,30.467857142857145,23.042857142857144,29.821428571428573,34.5,27.010714285714283,82.5,82.5,158.0,531.5600000000001,115.62,22.7,46.1,86.57142857142857,51.0,19800.0
Anuradhapura,2019-04-01,34,2019,4,51.0,28.212903225806453,34.55483870967742,23.538709677419355,31.825806451612905,38.11290322580645,27.84193548387097,11.0,11.0,41.0,731.22,172.88,19.8,41.4,118.2258064516129,51.0,19800.0
Anuradhapura,2019-05-01,36,2019,5,34.0,28.783333333333335,34.28,24.876666666666665,33.84,39.57333333333334,30.183333333333334,108.3,108.3,99.0,632.26,142.21,22.7,46.8,178.56666666666666,51.0,19800.0
Anuradhapura,2019-06-01,62,2019,6,36.0,29.041935483870965,33.92903225806452,25.719354838709677,32.63225806451613,37.832258064516125,29.538709677419355,17.2,17.2,68.0,642.51,165.03,29.3,58.7,219.03225806451613,51.0,19800.0
Anuradhapura,2019-07-01,78,2019,7,62.0,28.976666666666667,33.48,26.05,31.776666666666664,35.980000000000004,29.396666666666665,16.1,16.1,85.0,570.99,159.75,30.3,66.2,227.16666666666666,51.0,19800.0
Anuradhapura,2019-08-01,103,2019,8,78.0,28.664516129032258,33.88709677419355,25.39032258064516,31.361290322580647,36.31612903225806,28.635483870967743,30.0,30.0,81.0,600.25,166.32,29.9,73.1,225.29032258064515,51.0,19800.0
Anuradhapura,2019-09-01,54,2019,9,103.0,27.55806451612903,31.687096774193545,24.9,30.270967741935483,34.274193548387096,27.864516129032257,98.3,98.3,252.0,541.93,139.53,29.6,66.6,225.38709677419354,51.0,19800.0
Anuradhapura,2019-10-01,105,2019,10,54.0,27.209999999999997,31.87,24.436666666666667,30.44333333333333,35.45,27.78666666666667,154.3,154.3,211.0,557.24,134.07,27.8,60.1,209.46666666666667,51.0,19800.0
Anuradhapura,2019-11-01,254,2019,11,105.0,25.69677419354839,29.751612903225805,23.432258064516127,30.58709677419355,35.46774193548387,27.967741935483872,410.1,410.1,365.0,468.08,97.0,17.0,38.5,163.25806451612902,63.0,19800.0
Anuradhapura,2019-12-01,270,2019,12,254.0,25.933333333333334,29.81,23.503333333333334,30.66,35.04,28.033333333333335,158.7,158.7,252.0,494.48,101.47,21.1,43.6,123.8,63.0,19800.0
Anuradhapura,2020-01-01,184,2020,1,270.0,25.18064516129032,28.5258064516129,23.05806451612903,29.0258064516129,32.43225806451613,26.938709677419357,157.0,157.0,305.0,447.62,91.51,20.2,46.1,62.32258064516129,63.0,19800.0
Anuradhapura,2020-02-01,95,2020,2,184.0,25.280645161290323,29.719354838709677,21.9,28.470967741935485,33.20645161290323,25.309677419354838,20.3,20.3,100.0,575.14,122.19,21.4,42.8,64.2258064516129,51.0,19800.0
Anuradhapura,2020-03-01,44,2020,3,95.0,26.04137931034483,31.148275862068964,22.403448275862072,28.73448275862069,33.97241379310345,25.56551724137931,9.700000000000001,9.700000000000001,34.0,595.61,136.59,24.5,51.1,67.82758620689656,3.0,19800.0
Anuradhapura,2020-04-01,8,2020,4,44.0,27.81935483870968,33.84838709677419,23.30322580645161,31.458064516129035,37.79032258064516,27.4741935483871,31.4,31.4,33.0,712.66,167.02,20.9,42.1,92.03225806451613,2.0,19800.0
Anuradhapura,2020-05-01,9,2020,5,8.0,28.433333333333334,34.22,24.573333333333334,33.47,39.666666666666664,29.746666666666666,96.30000000000001,96.30000000000001,141.0,662.66,149.71,18.1,39.2,137.8,51.0,19800.0
Anuradhapura,2020-06-01,26,2020,6,9.0,28.05806451612903,32.23548387096774,25.480645161290322,32.79354838709678,37.34838709677419,30.051612903225806,180.1,180.1,161.0,554.31,125.89,31.6,61.2,206.80645161290323,51.0,19800.0
Anuradhapura,2020-07-01,19,2020,7,26.0,27.976666666666667,31.85,25.506666666666668,31.426666666666666,35.53333333333333,29.166666666666668,90.3,90.3,146.0,561.06,135.83,26.9,56.5,223.73333333333332,51.0,19800.0
Anuradhapura,2020-08-01,9,2020,8,19.0,27.55483870967742,31.835483870967742,24.996774193548386,30.983870967741936,35.46451612903226,28.493548387096773,129.70000000000002,129.70000000000002,158.0,537.85,131.62,28.3,58.3,217.96774193548387,51.0,19800.0
Anuradhapura,2020-09-01,12,2020,9,9.0,27.674193548387095,31.90967741935484,24.903225806451612,30.561290322580643,34.92580645161291,28.154838709677417,30.1,30.1,124.0,628.69,152.95,31.6,74.2,226.51612903225808,51.0,19800.0
Anuradhapura,2020-10-01,11,2020,10,12.0,26.736666666666668,30.459999999999997,24.526666666666664,29.73,33.6,27.626666666666665,144.1,144.1,264.0,506.77,118.25,32.4,72.0,225.53333333333333,51.0,19800.0
Anuradhapura,2020-11-01,6,2020,11,11.0,27.351612903225806,31.929032258064513,24.503225806451614,30.5258064516129,35.00322580645161,27.893548387096775,67.0,67.0,151.0,613.38,146.73,34.0,78.5,233.51612903225808,51.0,19800.0
Anuradhapura,2020-12-01,10,2020,12,6.0,25.936666666666667,29.913333333333334,23.646666666666665,30.486666666666668,34.766666666666666,28.19,249.3,249.3,324.0,449.67,94.39,22.5,47.2,120.3,63.0,19800.0
Badulla,2010-02-01,68,2010,2,71.0,21.296774193548387,24.567741935483873,18.72258064516129,23.716129032258067,27.864516129032257,20.712903225806453,101.3,101.3,151.0,551.45,102.88,15.3,41.8,49.0,51.0,19800.0
Badulla,2010-03-01,49,2010,3,68.0,22.292857142857144,26.082142857142856,19.232142857142858,24.960714285714285,29.842857142857145,21.332142857142856,16.9,16.9,42.0,590.98,113.4,14.3,40.0,36.17857142857143,2.0,19800.0
Badulla,2010-04-01,47,2010,4,49.0,23.887096774193548,28.603225806451615,19.835483870967742,26.76451612903226,32.406451612903226,22.34193548387097,104.3,104.3,103.0,705.12,144.35,15.4,44.6,113.83870967741936,1.0,19800.0
Badulla,2010-05-01,69,2010,5,47.0,24.48,28.66,21.233333333333334,28.490000000000002,34.016666666666666,24.703333333333333,194.3,194.3,206.0,603.9300000000001,123.32,12.3,38.5,187.56666666666666,63.0,19800.0
Badulla,2010-06-01,118,2010,6,69.0,24.89032258064516,29.074193548387097,21.774193548387096,28.55806451612903,34.038709677419355,24.84193548387097,209.1,209.1,179.0,587.65,123.59,20.2,52.6,256.48387096774195,63.0,19800.0
Badulla,2010-07-01,372,2010,7,118.0,24.836666666666666,29.296666666666667,21.626666666666665,27.496666666666666,32.54333333333333,24.053333333333335,112.9,112.9,137.0,568.16,124.94,23.3,60.5,253.83333333333334,51.0,19800.0
Badulla,2010-08-01,319,2010,8,372.0,24.703225806451613,29.216129032258067,21.193548387096776,26.870967741935484,31.870967741935484,23.348387096774193,80.3,80.3,106.0,600.66,135.16,20.2,65.5,245.6451612903226,51.0,19800.0
Badulla,2010-09-01,120,2010,9,319.0,25.203225806451613,29.916129032258063,21.53548387096774,26.92258064516129,31.86774193548387,23.432258064516127,66.2,66.2,91.0,567.25,136.9,23.2,65.2,263.9032258064516,51.0,19800.0
Badulla,2010-10-01,43,2010,10,120.0,24.636666666666667,29.346666666666668,21.2,26.913333333333334,32.20666666666667,23.40666666666667,187.8,187.8,195.0,546.06,125.86,18.2,53.6,265.56666666666666,51.0,19800.0
Badulla,2010-11-01,26,2010,11,43.0,23.70967741935484,28.38064516129032,20.01290322580645,26.174193548387095,31.603225806451615,22.138709677419353,141.4,141.4,170.0,606.19,127.59,19.3,54.0,243.8709677419355,51.0,19800.0
Badulla,2010-12-01,40,2010,12,26.0,22.096666666666668,25.540000000000003,19.803333333333335,25.39,29.763333333333332,22.65666666666667,407.4,407.4,344.0,443.19,87.08,14.2,44.3,163.5,63.0,19800.0
Badulla,2011-01-01,22,2011,1,40.0,21.161290322580644,23.89032258064516,19.283870967741933,23.93548387096774,27.190322580645162,21.55806451612903,408.9,408.9,342.0,392.0,75.82,16.1,49.7,181.2258064516129,63.0,19800.0
Badulla,2011-02-01,21,2011,2,22.0,20.516129032258064,23.09032258064516,18.783870967741933,22.951612903225808,26.13225806451613,20.76451612903226,628.7,628.7,325.0,418.69,77.37,15.2,46.8,124.61290322580645,63.0,19800.0
Badulla,2011-03-01,15,2011,3,21.0,21.428571428571427,24.353571428571428,19.275000000000002,24.24642857142857,27.99285714285714,21.635714285714283,270.4,270.4,233.0,437.2,84.67,11.5,43.2,135.21428571428572,51.0,19800.0
Badulla,2011-04-01,36,2011,4,15.0,22.529032258064515,26.51290322580645,18.94516129032258,25.448387096774194,30.654838709677417,21.203225806451613,157.7,157.7,198.0,630.74,124.0,13.1,38.2,111.74193548387096,63.0,19800.0
Badulla,2011-05-01,31,2011,5,36.0,23.33,27.759999999999998,19.78666666666667,26.459999999999997,31.96,22.48,207.8,207.8,209.0,591.52,119.74000000000001,14.4,40.3,186.2,63.0,19800.0
Badulla,2011-06-01,65,2011,6,31.0,24.570967741935487,29.251612903225805,20.612903225806452,27.57741935483871,33.44193548387097,22.996774193548386,70.8,70.8,95.0,672.8,140.77,17.7,49.3,250.8709677419355,51.0,19800.0
Badulla,2011-07-01,201,2011,7,65.0,25.90666666666667,31.256666666666668,21.453333333333333,27.466666666666665,33.22,23.236666666666668,5.2,5.2,22.0,644.99,156.94,18.7,61.9,258.3333333333333,51.0,19800.0
Badulla,2011-08-01,54,2011,8,201.0,26.019354838709678,31.241935483870968,22.09032258064516,27.335483870967742,33.0258064516129,23.799999999999997,16.4,16.4,51.0,617.88,156.54,20.8,59.4,260.5483870967742,51.0,19800.0
Badulla,2011-09-01,46,2011,9,54.0,25.038709677419355,30.19677419354839,21.306451612903224,26.75483870967742,32.5258064516129,23.051612903225806,59.8,59.8,89.0,610.4,145.18,19.8,53.3,252.96774193548387,51.0,19800.0
Badulla,2011-10-01,39,2011,10,46.0,25.34,30.853333333333335,21.009999999999998,27.026666666666664,33.18666666666667,22.743333333333332,54.1,54.1,98.0,638.63,149.12,18.8,67.0,253.66666666666666,51.0,19800.0
Badulla,2011-11-01,49,2011,11,39.0,23.580645161290324,27.774193548387096,20.851612903225806,26.73225806451613,31.929032258064513,23.748387096774195,256.1,256.1,263.0,556.27,113.97,11.3,35.6,205.2258064516129,63.0,19800.0
Badulla,2011-12-01,53,2011,12,49.0,21.933333333333334,25.076666666666664,19.746666666666666,25.023333333333333,28.783333333333335,22.456666666666667,223.2,223.2,305.0,453.6,87.02,17.9,57.2,107.0,53.0,19800.0
Badulla,2012-01-01,40,2012,1,53.0,21.316129032258065,24.451612903225808,19.083870967741937,23.980645161290322,27.761290322580646,21.25483870967742,372.5,372.5,310.0,457.7,87.45,15.6,59.0,127.83870967741936,53.0,19800.0
Badulla,2012-02-01,22,2012,2,40.0,20.980645161290322,24.45483870967742,18.11935483870968,23.193548387096776,27.58709677419355,19.9,45.9,45.9,102.0,572.62,107.06,13.2,42.5,46.54838709677419,3.0,19800.0
Badulla,2012-03-01,13,2012,3,22.0,21.558620689655175,25.086206896551722,18.79655172413793,23.99655172413793,28.451724137931034,20.74137931034483,69.9,69.9,110.0,567.6,106.64,15.1,39.2,33.86206896551724,51.0,19800.0
Badulla,2012-04-01,11,2012,4,13.0,23.40967741935484,28.370967741935484,18.858064516129033,26.048387096774192,31.90967741935484,21.193548387096776,97.60000000000001,97.60000000000001,117.0,701.09,143.03,10.8,33.5,114.29032258064517,51.0,19800.0
Badulla,2012-05-01,20,2012,5,11.0,23.423333333333336,27.743333333333332,20.06,26.816666666666666,32.22666666666667,22.873333333333335,237.1,237.1,204.0,579.64,116.68,15.2,41.0,214.9,63.0,19800.0
Badulla,2012-06-01,57,2012,6,20.0,26.13225806451613,31.916129032258063,20.90967741935484,27.864516129032257,34.47741935483871,22.538709677419355,23.8,23.8,50.0,724.26,173.69,23.0,59.4,258.7741935483871,51.0,19800.0
Badulla,2012-07-01,48,2012,7,57.0,26.646666666666665,32.23,22.43,27.493333333333332,32.92333333333333,23.93,16.8,16.8,36.0,608.42,167.41,22.5,59.0,251.53333333333333,51.0,19800.0
Badulla,2012-08-01,40,2012,8,48.0,26.01290322580645,31.506451612903227,21.816129032258065,27.225806451612904,32.935483870967744,23.432258064516127,70.9,70.9,67.0,649.09,164.65,19.8,59.4,260.7096774193548,51.0,19800.0
Badulla,2012-09-01,35,2012,9,40.0,25.54516129032258,30.925806451612903,21.570967741935487,26.848387096774193,32.380645161290325,23.225806451612904,50.9,50.9,82.0,639.65,159.15,20.9,56.9,247.38709677419354,51.0,19800.0
Badulla,2012-10-01,41,2012,10,35.0,24.966666666666665,30.313333333333333,20.983333333333334,26.926666666666666,32.776666666666664,23.006666666666668,80.8,80.8,118.0,617.22,141.66,18.5,51.8,250.5,51.0,19800.0
Badulla,2012-11-01,49,2012,11,41.0,23.190322580645162,27.200000000000003,20.316129032258065,26.193548387096776,30.916129032258063,23.009677419354837,448.5,448.5,302.0,526.06,109.47,18.9,71.3,184.70967741935485,63.0,19800.0
Badulla,2012-12-01,54,2012,12,49.0,22.27,25.526666666666667,20.063333333333333,25.65666666666667,29.64,23.023333333333333,454.5,454.5,338.0,454.41,89.38,16.6,65.9,149.16666666666666,63.0,19800.0
Badulla,2013-01-01,42,2013,1,54.0,21.36774193548387,24.16774193548387,19.55483870967742,24.138709677419353,27.467741935483872,22.01290322580645,214.9,214.9,360.0,440.74,82.55,17.1,54.4,61.38709677419355,61.0,19800.0
Badulla,2013-02-01,49,2013,2,42.0,20.94193548387097,23.983870967741936,18.712903225806453,23.229032258064517,27.190322580645162,20.40967741935484,319.3,319.3,173.0,487.08,92.1,13.0,38.2,65.80645161290323,1.0,19800.0
Badulla,2013-03-01,45,2013,3,49.0,21.660714285714285,25.085714285714285,19.0,24.464285714285715,29.05,21.189285714285713,130.9,130.9,161.0,521.53,98.58,17.7,50.0,42.535714285714285,2.0,19800.0
Badulla,2013-04-01,32,2013,4,45.0,22.774193548387096,26.429032258064513,19.893548387096775,26.26451612903226,31.36774193548387,22.758064516129032,157.5,157.5,176.0,610.8,118.62,14.1,38.2,69.45161290322581,53.0,19800.0
Badulla,2013-05-01,46,2013,5,32.0,24.240000000000002,28.45,20.5,28.053333333333335,33.653333333333336,23.58,140.0,140.0,147.0,651.8,132.56,8.9,27.0,208.53333333333333,63.0,19800.0
Badulla,2013-06-01,46,2013,6,46.0,24.806451612903224,29.148387096774194,21.438709677419357,27.932258064516127,33.458064516129035,23.98709677419355,128.5,128.5,124.0,608.3,129.62,19.6,57.2,256.03225806451616,2.0,19800.0
Badulla,2013-07-01,77,2013,7,46.0,24.666666666666668,28.8,21.626666666666665,26.446666666666665,30.653333333333332,23.52,65.6,65.6,130.0,535.0600000000001,125.16,20.2,65.5,257.93333333333334,51.0,19800.0
Badulla,2013-08-01,58,2013,8,77.0,25.048387096774192,29.758064516129032,21.44193548387097,26.406451612903226,31.387096774193548,23.0258064516129,34.7,34.7,59.0,615.69,148.73,22.4,59.8,259.80645161290323,51.0,19800.0
Badulla,2013-09-01,38,2013,9,58.0,25.53548387096774,30.887096774193548,21.309677419354838,26.919354838709676,32.74516129032258,22.9,43.1,43.1,77.0,658.45,160.38,20.9,60.5,248.0,51.0,19800.0
Badulla,2013-10-01,26,2013,10,38.0,24.226666666666667,29.006666666666668,20.45,26.083333333333332,31.31,22.30666666666667,30.0,30.0,92.0,602.14,133.45,20.5,64.8,250.66666666666666,51.0,19800.0
Badulla,2013-11-01,50,2013,11,26.0,24.5258064516129,29.612903225806452,20.654838709677417,26.525806451612905,32.16129032258065,22.629032258064516,168.0,168.0,163.0,614.41,140.3,19.4,59.8,244.83870967741936,51.0,19800.0
Badulla,2013-12-01,33,2013,12,50.0,22.293333333333333,25.94,19.563333333333333,25.243333333333332,29.540000000000003,22.126666666666665,265.2,265.2,239.0,513.33,100.44,14.2,43.2,114.2,51.0,19800.0
Badulla,2014-01-01,56,2014,1,33.0,21.02258064516129,23.677419354838708,19.02258064516129,23.548387096774192,26.76774193548387,21.177419354838708,231.5,231.5,261.0,426.51,80.76,17.3,43.9,118.03225806451613,51.0,19800.0
Badulla,2014-02-01,43,2014,2,56.0,20.80322580645161,23.693548387096776,18.81935483870968,23.23548387096774,26.851612903225806,20.89032258064516,119.2,119.2,171.0,521.77,95.08,15.2,39.2,77.87096774193549,2.0,19800.0
Badulla,2014-03-01,36,2014,3,43.0,21.417857142857144,25.349999999999998,18.021428571428572,23.77857142857143,29.085714285714285,19.760714285714283,51.8,51.8,80.0,612.15,114.13,16.5,41.8,51.857142857142854,51.0,19800.0
Badulla,2014-04-01,12,2014,4,36.0,22.509677419354837,26.83225806451613,18.816129032258065,24.874193548387098,30.18064516129032,20.92258064516129,40.4,40.4,85.0,714.2,139.12,16.9,47.9,47.54838709677419,1.0,19800.0
Badulla,2014-05-01,56,2014,5,12.0,24.14,28.973333333333336,19.94333333333333,27.353333333333335,32.96333333333333,22.846666666666668,128.1,128.1,124.0,642.19,132.53,12.1,36.0,154.6,63.0,19800.0
Badulla,2014-06-01,90,2014,6,56.0,24.219354838709677,28.48709677419355,20.783870967741933,27.68064516129032,33.31612903225806,23.580645161290324,105.2,105.2,133.0,619.47,126.73,16.2,49.7,245.16129032258064,51.0,19800.0
Badulla,2014-07-01,79,2014,7,90.0,25.566666666666666,30.31,21.553333333333335,27.30666666666667,32.46,23.34,16.6,16.6,38.0,612.43,147.79,25.0,66.2,264.8,3.0,19800.0
Badulla,2014-08-01,84,2014,8,79.0,26.141935483870967,31.18064516129032,22.17096774193548,27.1,32.28387096774193,23.593548387096774,4.5,4.5,21.0,641.66,168.64000000000001,24.2,65.9,264.96774193548384,51.0,19800.0
Badulla,2014-09-01,76,2014,9,84.0,24.674193548387095,29.54516129032258,21.09032258064516,26.51290322580645,31.883870967741935,22.97741935483871,50.699999999999996,50.699999999999996,88.0,612.91,140.72,20.3,56.5,254.8709677419355,51.0,19800.0
Badulla,2014-10-01,129,2014,10,76.0,24.226666666666667,28.9,20.759999999999998,26.563333333333333,32.28,22.87,59.800000000000004,59.800000000000004,114.0,628.48,135.98,19.2,56.9,245.23333333333332,51.0,19800.0
Badulla,2014-11-01,221,2014,11,129.0,22.77741935483871,26.603225806451615,20.19677419354839,26.190322580645162,31.0258064516129,23.016129032258064,430.8,430.8,284.0,523.84,104.58,16.0,45.7,187.16129032258064,63.0,19800.0
Badulla,2014-12-01,231,2014,12,221.0,21.933333333333334,25.029999999999998,19.636666666666667,25.016666666666666,29.016666666666666,22.23,345.7,345.7,303.0,442.46,85.72,13.4,40.7,121.46666666666667,63.0,19800.0
Badulla,2015-01-01,195,2015,1,231.0,21.419354838709676,24.0,19.76774193548387,24.532258064516128,27.700000000000003,22.470967741935485,616.5,616.5,373.0,375.47,72.84,14.9,46.8,96.80645161290323,63.0,19800.0
Badulla,2015-02-01,60,2015,2,195.0,21.31935483870968,24.86774193548387,18.53548387096774,23.635483870967743,27.93548387096774,20.361290322580647,41.1,41.1,103.0,567.41,107.46,13.8,37.1,56.935483870967744,51.0,19800.0
Badulla,2015-03-01,30,2015,3,60.0,21.196428571428573,24.585714285714285,18.75357142857143,23.607142857142858,28.25714285714286,20.639285714285712,157.2,157.2,155.0,542.81,100.3,15.7,45.4,35.42857142857143,2.0,19800.0
Badulla,2015-04-01,31,2015,4,30.0,22.519354838709678,26.687096774193545,18.787096774193547,25.425806451612903,30.92258064516129,21.048387096774192,76.5,76.5,119.0,707.79,136.94,13.1,38.9,54.096774193548384,2.0,19800.0
Badulla,2015-05-01,22,2015,5,31.0,23.34333333333333,27.413333333333334,20.086666666666666,27.136666666666667,32.67666666666666,23.176666666666666,422.4,422.4,262.0,599.9399999999999,119.48,10.5,31.3,194.16666666666666,63.0,19800.0
Badulla,2015-06-01,30,2015,6,22.0,24.151612903225807,28.53548387096774,20.874193548387098,27.61935483870968,33.26451612903226,23.65806451612903,257.7,257.7,172.0,614.92,125.13,17.4,50.8,263.06451612903226,51.0,19800.0
Badulla,2015-07-01,33,2015,7,30.0,24.496666666666666,29.21333333333333,20.653333333333332,27.293333333333333,32.843333333333334,23.03666666666667,51.5,51.5,84.0,621.27,131.14,18.8,52.9,254.86666666666667,51.0,19800.0
Badulla,2015-08-01,19,2015,8,33.0,25.416129032258063,30.570967741935487,21.20967741935484,27.016129032258064,32.52903225806452,22.887096774193548,19.4,19.4,62.0,643.9300000000001,154.41,20.8,67.0,257.96774193548384,51.0,19800.0
Badulla,2015-09-01,10,2015,9,19.0,25.338709677419356,30.519354838709678,21.451612903225808,27.20967741935484,32.935483870967744,23.416129032258063,104.4,104.4,107.0,651.51,153.72,21.2,59.4,247.2258064516129,51.0,19800.0
Badulla,2015-10-01,35,2015,10,10.0,24.146666666666665,28.603333333333335,21.136666666666667,26.946666666666665,32.22,23.60666666666667,152.70000000000002,152.70000000000002,161.0,557.98,118.73,19.1,63.0,244.76666666666668,51.0,19800.0
Badulla,2015-11-01,54,2015,11,35.0,22.796774193548387,26.26774193548387,20.425806451612903,26.419354838709676,30.958064516129035,23.470967741935485,435.9,435.9,321.0,505.02,100.06,13.3,44.3,201.16129032258064,63.0,19800.0
Badulla,2015-12-01,47,2015,12,54.0,22.233333333333334,25.48,19.936666666666667,25.69333333333333,29.78666666666667,22.89333333333333,302.7,302.7,301.0,445.01,86.75,14.3,44.6,172.3,63.0,19800.0
Badulla,2016-01-01,85,2016,1,47.0,21.906451612903226,24.9,20.048387096774192,25.032258064516128,28.64516129032258,22.864516129032257,209.1,209.1,259.0,470.06,87.93,16.6,44.6,67.93548387096774,63.0,19800.0
Badulla,2016-02-01,40,2016,2,85.0,21.761290322580646,25.164516129032258,19.23548387096774,24.280645161290323,28.64516129032258,21.41290322580645,32.5,32.5,78.0,581.47,108.89,16.0,45.0,24.580645161290324,51.0,19800.0
Badulla,2016-03-01,55,2016,3,40.0,22.337931034482757,26.103448275862068,19.272413793103446,24.941379310344825,29.57586206896552,21.47241379310345,47.0,47.0,113.0,587.92,112.24000000000001,16.1,49.0,37.172413793103445,53.0,19800.0
Badulla,2016-04-01,43,2016,4,55.0,24.06451612903226,28.770967741935483,19.86774193548387,27.05483870967742,32.55806451612903,22.716129032258067,60.8,60.8,93.0,736.76,150.45,15.8,42.1,85.51612903225806,51.0,19800.0
Badulla,2016-05-01,32,2016,5,43.0,25.506666666666668,30.413333333333334,21.35,29.113333333333333,34.81333333333334,24.833333333333332,97.1,97.1,136.0,661.86,140.24,10.6,32.8,168.83333333333334,51.0,19800.0
Badulla,2016-06-01,107,2016,6,32.0,24.738709677419354,28.683870967741935,21.799999999999997,28.177419354838708,32.68709677419355,24.86774193548387,313.6,313.6,290.0,521.2,110.75,20.9,58.0,213.80645161290323,53.0,19800.0
Badulla,2016-07-01,169,2016,7,107.0,25.326666666666664,29.82,21.866666666666667,27.236666666666668,31.916666666666668,23.9,16.0,16.0,44.0,588.86,138.29,19.8,63.7,256.1,51.0,19800.0
Badulla,2016-08-01,72,2016,8,169.0,25.38064516129032,30.270967741935483,21.61935483870968,27.183870967741935,32.44516129032258,23.55806451612903,61.4,61.4,73.0,622.9,147.1,22.8,68.8,262.5806451612903,51.0,19800.0
Badulla,2016-09-01,127,2016,9,72.0,25.448387096774194,30.661290322580644,21.13225806451613,26.92258064516129,32.71935483870968,22.66774193548387,24.900000000000002,24.900000000000002,42.0,665.97,160.74,22.3,57.6,264.2903225806452,51.0,19800.0
Badulla,2016-10-01,200,2016,10,127.0,26.226666666666667,32.21666666666667,21.576666666666664,27.09,33.43333333333333,22.766666666666666,14.4,14.4,42.0,663.34,173.46,18.4,49.7,258.93333333333334,51.0,19800.0
Badulla,2016-11-01,105,2016,11,200.0,25.638709677419353,31.316129032258065,21.219354838709677,27.25483870967742,33.50967741935484,23.0,190.4,190.4,164.0,646.27,152.61,16.3,44.6,259.7741935483871,63.0,19800.0
Badulla,2016-12-01,150,2016,12,105.0,22.366666666666667,25.69,20.173333333333336,25.546666666666667,29.4,23.023333333333333,301.2,301.2,279.0,439.64,87.24,12.1,35.3,118.8,63.0,19800.0
Badulla,2017-01-01,226,2017,1,150.0,22.15806451612903,26.20967741935484,18.98709677419355,24.570967741935487,29.206451612903226,21.003225806451614,103.6,103.6,142.0,549.32,108.05,15.4,43.2,119.3225806451613,53.0,19800.0
Badulla,2017-02-01,130,2017,2,226.0,20.270967741935483,23.799999999999997,16.996774193548386,22.30322580645161,26.741935483870968,18.23225806451613,243.4,243.4,286.0,532.48,96.58,16.4,41.8,295.741935483871,3.0,19800.0
Badulla,2017-03-01,139,2017,3,130.0,20.90357142857143,24.77857142857143,17.407142857142855,23.589285714285715,28.810714285714287,19.182142857142857,92.5,92.5,236.0,540.35,99.51,16.2,40.3,314.42857142857144,51.0,19800.0
Badulla,2017-04-01,167,2017,4,139.0,22.432258064516127,26.812903225806455,18.34193548387097,25.612903225806452,31.951612903225808,20.04516129032258,90.2,90.2,179.0,663.79,129.52,12.9,32.4,209.61290322580646,51.0,19800.0
Badulla,2017-05-01,186,2017,5,167.0,24.326666666666664,29.83,18.973333333333336,27.243333333333332,34.03,20.81,50.6,50.6,67.0,723.78,150.11,15.5,39.6,179.43333333333334,1.0,19800.0
Badulla,2017-06-01,400,2017,6,186.0,25.387096774193548,30.238709677419354,21.25483870967742,28.906451612903226,34.73225806451613,24.041935483870965,85.7,85.7,131.0,628.42,133.11,15.2,46.4,152.19354838709677,51.0,19800.0
Badulla,2017-07-01,1220,2017,7,400.0,25.65666666666667,30.91,21.373333333333335,28.416666666666668,34.47,23.69,82.8,82.8,106.0,594.86,130.21,15.1,40.7,211.86666666666667,63.0,19800.0
Badulla,2017-08-01,490,2017,8,1220.0,26.1,32.10322580645161,21.63225806451613,28.425806451612903,34.774193548387096,23.84193548387097,82.39999999999999,82.39999999999999,108.0,623.66,141.64,16.4,43.6,219.29032258064515,53.0,19800.0
Badulla,2017-09-01,273,2017,9,490.0,25.10967741935484,30.177419354838708,21.154838709677417,28.061290322580643,34.18387096774194,23.625806451612902,85.9,85.9,105.0,589.53,127.86,15.9,45.0,203.06451612903226,51.0,19800.0
Badulla,2017-10-01,159,2017,10,273.0,24.033333333333335,28.603333333333335,20.173333333333336,27.186666666666667,32.92,22.55,129.0,129.0,148.0,547.92,115.10000000000001,15.1,38.9,185.03333333333333,51.0,19800.0
Badulla,2017-11-01,174,2017,11,159.0,23.783870967741933,28.24516129032258,20.274193548387096,27.312903225806455,32.86129032258064,22.84193548387097,249.4,249.4,215.0,521.62,108.01,12.2,45.4,194.16129032258064,63.0,19800.0
